Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
51374701	The Zohar: Pritzker Edition, Vol. 2	5	Matt, Daniel C.				Stanford University Press (2003), Edition: 1, Hardcover, 496 pages	2003					The Zohar: Pritzker Edition, Vol. 2 by Daniel C. Matt (2003)	Hardcover	496 p.; 10.1 inches	2.25 pounds	10.1 inches	1.3 inches	7.2 inches	10.1 x 7.2 x 1.3 inches	496 								Your library, Religion - Judaism			BM525 .A52 M37	[0804748683]	0804748683, 9780804748681		296.162	Jewish writings > Judaism > Kabbalah > Other Religions > Religion 		1	amazon.com	[2009-09-28]			2531358				
51374703	Indestructible truth: the living spirituality of Tibetan Buddhism [The world of Tibetan Buddhism, Volume 1]	1	Ray, Reginald A				Shambhala (2000), Paperback	2000					Indestructible truth: the living spirituality of Tibetan Buddhism [The world of Tibetan Buddhism, Volume 1] by Reginald A Ray (2000)	Paperback	512 p.; 8.9 inches	1.45 pounds	8.9 inches	1.3 inches	5.9 inches	8.9 x 5.9 x 1.3 inches	512 								Your library, Religion - Buddhism, Hinduism		English	BQ7604 .R39	[1570629102]	1570629102, 9781570629105	Buddhism > China > Tibet|Buddhism > Doctrines|Buddhism > Tibet|Spiritual life > Buddhism	294.3	Buddhism > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			6126				
51374704	Emptiness of Emptiness: An Introduction to Early Indian M Dhyamika (National Foreign Language Center Technical Reports)	1	Huntington, C. W.				University of Hawaii Press (1995), Paperback, 308 pages	1995					Emptiness of Emptiness: An Introduction to Early Indian M Dhyamika (National Foreign Language Center Technical Reports) by C. W. Huntington (1995)	Paperback	308 p.; 9.2 inches	1.21 pounds	9.2 inches	0.82 inches	5.98 inches	9.2 x 5.98 x 0.82 inches	308 								Your library, Religion - Buddhism, Hinduism		English	BQ2910 .M367	[0824817125]	0824817125, 9780824817121	Candrakåirti. Madhyamakåavatåara|MÄdhyamika (Buddhism)|Måadhyamika (Buddhism)	200	Religion > Religion  > Religion 		1	amazon.com	[2009-09-28]			12282				
51374706	Middle Beyond Extremes: Maitreya's Madhyantavibhanga with Commentaries by Khenpo Shenga and Ju Mipham	1	Committee, Translated by the Dharmachakra Translation				Snow Lion Publications (2007), Hardcover, 192 pages	2007					Middle Beyond Extremes: Maitreya's Madhyantavibhanga with Commentaries by Khenpo Shenga and Ju Mipham by Translated by the Dharmachakra Translation Committee (2007)	Hardcover	192 p.; 8.9 inches	0.95 pounds	8.9 inches	0.9 inches	6.2 inches	8.9 x 6.2 x 0.9 inches	192 							FiveDharmasMaitreya, DharmachakraTranslationCommittee	Your library, Religion - Buddhism, Hinduism			BQ2967 .M55813	[1559392703]	1559392703, 9781559392709		294.3420423	Buddhism > Buddhism - practice > Metaphysical aspects > Other Religions > Practice and tantra > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			4180541				
51374707	Paths and Grounds of Guhyasamaja: According to Arya Nagarjuna	1	Yangchen, Gawai Lodoe				Paljor Publications (2002), Paperback, 164 pages	2002					Paths and Grounds of Guhyasamaja: According to Arya Nagarjuna by Gawai Lodoe Yangchen (2002)	Paperback	164 p.; 9.5 inches	0.6 pounds	9.5 inches	0.4 inches	6 inches	9.5 x 6 x 0.4 inches	164 								Your library, Religion - Buddhism, Hinduism		Tibetan		[8185102945]	8185102945, 9788185102948					1	amazon.com	[2009-09-28]			159595				
51374708	Contemplating Reality: A Practitioner's Guide to the View in Indo-Tibetan Buddhism	1	Karr, Andy				Shambhala (2007), Edition: annotated edition, Paperback, 240 pages	2007					Contemplating Reality: A Practitioner's Guide to the View in Indo-Tibetan Buddhism by Andy Karr (2007)	Paperback	240 p.; 8.3 inches	0.7 pounds	8.3 inches	0.9 inches	5.4 inches	8.3 x 5.4 x 0.9 inches	240 								Your library, Religion - Buddhism, Hinduism		English		[1590304292]	1590304292, 9781590304297		294.3420423	Buddhism > Buddhism - practice > Metaphysical aspects > Other Religions > Practice and tantra > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			2539945				
51374709	A Concise History of Buddhism	3	(Sthiramati), Andrew Skilton				Windhorse Publications (2004), Edition: 2, Paperback, 272 pages	2004					A Concise History of Buddhism by Andrew Skilton (Sthiramati) (2004)	Paperback	272 p.; 9.28 inches	0.97 pounds	9.28 inches	0.85 inches	6.32 inches	9.28 x 6.32 x 0.85 inches	272 								Your library, Religion - Buddhism, Hinduism		English	BQ264 .S68	[0904766926]	0904766926, 9780904766929	Buddhism > Doctrines|Buddhism > History|Buddhism > India > History	294	Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			93992				
51374710	Ordinary Differential Equations and Stability Theory: An Introduction	1	Sanchez, David A.				Dover Publications (1979), Paperback, 164 pages	1979					Ordinary Differential Equations and Stability Theory: An Introduction by David A. Sanchez (1979)	Paperback	164 p.; 8.19 inches	0.46 pounds	8.19 inches	0.41 inches	5.7 inches	8.19 x 5.7 x 0.41 inches	164 								Your library, Mathematics - General		English	QA372 .S18	[0486638286]	0486638286, 9780486638287		515	Analysis > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			803778				
51374711	Luminous Emptiness: A Guide to the Tibetan Book of the Dead	1	Fremantle, Francesca				Shambhala (2003), Edition: 1st paperback edition, Paperback, 428 pages	2003					Luminous Emptiness: A Guide to the Tibetan Book of the Dead by Francesca Fremantle (2003)	Paperback	428 p.; 8.82 inches	1.28 pounds	8.82 inches	1.26 inches	5.98 inches	8.82 x 5.98 x 1.26 inches	428 								Your library, Religion - Buddhism, Hinduism		English	BQ4490 .K3713	[1570629250]	1570629250, 9781570629259	Death > Religious aspects > Buddhism|Funeral rites and ceremonies, Buddhist|Intermediate state > Buddhism|Karma-gliï¿½n-pa, 14th cent. Bar do thos grol	294	Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			690564				
51374712	The Equinox: The Review of Scientific Illuminism : The Official Organ of the O.T.O. Number 10	5	Crowley, Aleister				Weiser Books (1990), Edition: Revised, Paperback, 288 pages	1990					The Equinox: The Review of Scientific Illuminism : The Official Organ of the O.T.O. Number 10 by Aleister Crowley (1990)	Paperback	288 p.; 8.8 inches	1 pound	8.8 inches	0.7 inches	6 inches	8.8 x 6 x 0.7 inches	288 								Your library, Magick - General		English	BF1995 .E8	[0877287198]	0877287198, 9780877287193		133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2009-09-28]			262739				
51374713	The Crystal Mirror of Philosophical Systems: A Tibetan Study of Asian Religious Thought (Library of Tibetan Classics)	5	Thuken, Nyima Chokyi				Wisdom Publications (2009), Hardcover, 696 pages	2009					The Crystal Mirror of Philosophical Systems: A Tibetan Study of Asian Religious Thought (Library of Tibetan Classics) by Nyima Chokyi Thuken (2009)	Hardcover	696 p.; 9.3 inches	2.1 pounds	9.3 inches	1.9 inches	6.5 inches	9.3 x 6.5 x 1.9 inches	696 								Your library, Religion - Buddhism, Hinduism			BQ7660 .B5513	[0861714644]	0861714644, 9780861714643		294.39	Buddhism > Buddhism - guides  > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			8103227				
51374714	The Six Yogas of Naropa: Tsongkhapa's Commentary	5	Mullin, Glenn H.				Snow Lion Publications (2005), Edition: annotated edition, Paperback, 280 pages	2005					The Six Yogas of Naropa: Tsongkhapa's Commentary by Glenn H. Mullin (2005)	Paperback	280 p.; 8.8 inches	0.9 pounds	8.8 inches	0.9 inches	6 inches	8.8 x 6 x 0.9 inches	280 								Your library, Religion - Buddhism, Hinduism		English	BQ7950 .N347	[1559392347]	1559392347, 9781559392341		294	Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			2049628				
51374715	Angels in America, Part One: Millennium Approaches	1	Kushner, Tony				Theatre Communications Group (1993), Paperback, 136 pages	1993					Angels in America, Part One: Millennium Approaches by Tony Kushner (1993)	Paperback	136 p.; 8.4 inches	0.35 pounds	8.4 inches	0.3 inches	5.3 inches	8.4 x 5.3 x 0.3 inches	136 								Your library, Plays, Scripts and Screenplays		English	PS3561 .U778	[1559360615]	1559360615, 9781559360616	AIDS (Disease) > Patients > Drama|Angels > Drama|Cohn, Roy M. > Drama|Gay men > Drama|Mormons > Drama|National characteristics, American > Drama|Sexual orientation > Drama	812.54	20th Century > American And Canadian > Drama > Literature		1	amazon.com	[2009-09-28]			32345				
51374716	Existence and Enlightenment in the Lankavatara-Sutra: A Study in the Ontology and Epistemology of the Yogacara School of Mahayana Buddhism (Suny Ser)	1	Sutton, Florin Giripescu				State University of New York Press (1991), Paperback, 371 pages	1991					Existence and Enlightenment in the Lankavatara-Sutra: A Study in the Ontology and Epistemology of the Yogacara School of Mahayana Buddhism (Suny Ser) by Florin Giripescu Sutton (1991)	Paperback	406 p.; 8.56 inches	1.32 pounds	8.56 inches	0.92 inches	5.47 inches	8.56 x 5.47 x 0.92 inches	406 								Your library, Religion - Buddhism, Hinduism		English		[0791401731]	0791401731, 9780791401736		181.043	Ancient, medieval and eastern philosophy > Buddhism > Oriental > Philosophy and Psychology > Religions of Indic Origin		1	amazon.com	[2009-09-28]			4984947				
51374718	Lint	1	Aylett, Steve				Thunder's Mouth Press (2005), Paperback, 272 pages	2005					Lint by Steve Aylett (2005)	Paperback	225 p.; 8 inches	0.5 pounds	8 inches	0.6 inches	5.2 inches	8 x 5.2 x 0.6 inches	225 								Your library		English	PR6051 .Y57	[1560256842]	1560256842, 9781560256847	Authors > Biography > Fiction|Science Fiction|Science fiction|science fiction	823.914	1945-1999 > 20th Century > English > Fiction > Literature > Modern Period		1	amazon.com	[2009-09-28]			47572				
51374719	The Last Word on the Gentle Art of Verbal Self-defense	5	Elgin, Suzette Haden				Prentice Hall Press (1987), Edition: 1st, Paperback, 245 pages	1987					The Last Word on the Gentle Art of Verbal Self-defense by Suzette Haden Elgin (1987)	Paperback	245 p.; 8.3 inches	1.55 pounds	8.3 inches	0.7 inches	5.4 inches	8.3 x 5.4 x 0.7 inches	245 								Your library, Non-fiction - General, Psychology		English	BF637 .V47	[0135240670]	0135240670, 9780135240670	Verbal self-defense	153.6	Cognition And Memory > Communication > Philosophy and Psychology > Psychology		1	amazon.com	[2009-09-28]			286033				
51374720	Philosophy of Language: A Contemporary Introduction (Routledge Contemporary Introductions to Philosophy)	1	Lycan, William				Routledge (1999), Edition: 1, Paperback, 264 pages	1999					Philosophy of Language: A Contemporary Introduction (Routledge Contemporary Introductions to Philosophy) by William Lycan (1999)	Paperback	264 p.; 8.9 inches	0.7 pounds	8.9 inches	0.9 inches	6.1 inches	8.9 x 6.1 x 0.9 inches	264 								Your library, Philosophy		English	P106 .L886	[0415171164]	0415171164, 9780415171168	Language and languages > Philosophy	401	Language > Language > Philosophy and theory; international languages		1	amazon.com	[2009-09-28]			12678				
51374721	Dangerous Friend: The Teacher-Student Relationship in Vajrayana Buddhism	1	Dorje, Rig'dzin				Shambhala (2001), Edition: 1, Paperback, 144 pages	2001					Dangerous Friend: The Teacher-Student Relationship in Vajrayana Buddhism by Rig'dzin Dorje (2001)	Paperback	144 p.; 9.15 inches	0.5 pounds	9.15 inches	0.47 inches	6.02 inches	9.15 x 6.02 x 0.47 inches	144 								Your library, Religion - Buddhism, Hinduism		English		[1570628572]	1570628572, 9781570628573		294.361	Buddhism > Other Religions > Religion  > Religions of Indic origin > Teachers & Gurus > The Buddha, Monasticism		1	amazon.com	[2009-09-28]			816952				
51374723	Ordinary Differential Equations	1	Arnold, V. I.				The MIT Press (1978), Paperback, 290 pages	1978					Ordinary Differential Equations by V. I. Arnold (1978)	Paperback	290 p.; 9 inches	0.75 pounds	9 inches	0.7 inches	6.1 inches	9 x 6.1 x 0.7 inches	290 								Your library, Mathematics - General			QA372 .A713	[0262510189]	0262510189, 9780262510189	Differential equations	511	General Principles > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			945255				
51374726	Bardo Teachings: The Way of Death & Rebirth	1	Lodo, Ven Lama				Snow Lion Publications (1987), Edition: 2nd, Paperback, 96 pages	1987					Bardo Teachings: The Way of Death & Rebirth by Ven Lama Lodo (1987)	Paperback	96 p.; 8.46 inches	0.28 pounds	8.46 inches	0.29 inches	5.52 inches	8.46 x 5.52 x 0.29 inches	96 								Your library, Religion - Buddhism, Hinduism		English	BQ4490 .L67	[0937938602]	0937938602, 9780937938607		294.3423	Buddhism > Buddhism - practice > Death and rebirth > Other Religions > Practice and tantra > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			1155655				
51374728	Making Book	1	Hayden, Teresa Nielsen				Nesfa Press (1994), Edition: 1st, Paperback, 160 pages	1994					Making Book by Teresa Nielsen Hayden (1994)	Paperback	160 p.; 8.3 inches	0.45 pounds	8.3 inches	0.4 inches	5.5 inches	8.3 x 5.5 x 0.4 inches	160 								Your library, Non-fiction - General		English	PS3558 .A82892	[0915368552]	0915368552, 9780915368556		814.54	20th Century > American And Canadian > Essays > Literature		1	amazon.com	[2009-09-28]			94126				
51374730	Second Course in Ordinary Differential Equations for Scientists and Engineers (Universitext)	1	Humi, Mayer				Springer (1988), Paperback, 441 pages	1988					Second Course in Ordinary Differential Equations for Scientists and Engineers (Universitext) by Mayer Humi (1988)	Paperback	441 p.; 9.5 inches	1.41 pounds	9.5 inches	0.75 inches	6.25 inches	9.5 x 6.25 x 0.75 inches	441 								Your library, Mathematics - General			QA372	[0387966765]	0387966765, 9780387966762		515.352	Analysis > Mathematics > Mathematics and Science > Oblique projection		1	amazon.com	[2009-09-28]			6685956				
51374732	A First Course in Logic: An Introduction to Model Theory, Proof Theory, Computability, and Complexity (Oxford Texts in Logic)	3	Hedman, Shawn				Oxford University Press, USA (2004), Paperback, 452 pages	2004					A First Course in Logic: An Introduction to Model Theory, Proof Theory, Computability, and Complexity (Oxford Texts in Logic) by Shawn Hedman (2004)	Paperback	452 p.; 9.29 inches	1.68 pounds	9.29 inches	1.1 inches	6.61 inches	9.29 x 6.61 x 1.1 inches	452 							Model Theory	Your library, Mathematics - Model Theory		English	QA9 .H36	[0198529813]	0198529813, 9780198529811		160	Logic > Logic > Philosophy and Psychology		1	amazon.com	[2009-09-28]			4446864				
51374734	Hermetica: The Greek Corpus Hermeticum and the Latin Asclepius in a New English Translation, with Notes and Introduction	1	Copenhaver, Brian P.				Cambridge University Press (1995), Paperback, 408 pages	1995					Hermetica: The Greek Corpus Hermeticum and the Latin Asclepius in a New English Translation, with Notes and Introduction by Brian P. Copenhaver (1995)	Paperback	408 p.; 8.35 inches	1.23 pounds	8.35 inches	1.18 inches	5.51 inches	8.35 x 5.51 x 1.18 inches	408 								Your library, Magick - General, Religion - Other Western			BF1600 .H474	[0521425433]	0521425433, 9780521425438	Hermetism|Hermetism > Early works to 1800|hermetism	813	American And Canadian > Fiction > Literature		1	amazon.com	[2009-09-28]			80827				
51374735	The Ninth Karmapa's Ocean of Definitive Meaning	5	Rinpoche, Khenchen Thrangu				Snow Lion Publications (2003), Paperback, 139 pages	2003					The Ninth Karmapa's Ocean of Definitive Meaning by Khenchen Thrangu Rinpoche (2003)	Paperback	139 p.; 8.8 inches	0.5 pounds	8.8 inches	0.5 inches	5.9 inches	8.8 x 5.9 x 0.5 inches	139 								Your library, Religion - Buddhism, Hinduism		English	BQ7699 .M34	[1559392029]	1559392029, 9781559392020		294.34435	Buddhism > Buddhism - practice > Meditation > Meditation & Mindfulness > Other Religions > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			2049649				
51374739	Commentaries on the Holy Books and Other Papers: The Equinox	1	Crowley, Aleister				Weiser Books (1998), Paperback, 392 pages	1998					Commentaries on the Holy Books and Other Papers: The Equinox by Aleister Crowley (1998)	Paperback	392 p.; 9 inches	1.39 pounds	9 inches	1.16 inches	6.01 inches	9 x 6.01 x 1.16 inches	392 								Your library, Magick - General		English	BF1611 .C753	[0877289050]	0877289050, 9780877289050	A A (Order)|Magic|Occultism|magic	133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com	[2009-09-28]			53201				
51374740	Establishing Appearances as Divine: Rongzom Chokyi Zangpo on Reasoning, Madhyamaka, and Purity	1	Koppl, Heidi I.				Snow Lion Publications (2008), Hardcover, 152 pages	2008					Establishing Appearances as Divine: Rongzom Chokyi Zangpo on Reasoning, Madhyamaka, and Purity by Heidi I. Koppl (2008)	Hardcover	152 p.; 9 inches	0.8 pounds	9 inches	0.8 inches	6 inches	9 x 6 x 0.8 inches	152 								Your library, Religion - Buddhism, Hinduism		English	BQ7662.4 .K686	[1559392886]	1559392886, 9781559392884		294.3420423	Buddhism > Buddhism - practice > Metaphysical aspects > Other Religions > Practice and tantra > Religion  > Religions of Indic origin		1	amazon.com	[2009-09-28]			8949400				
51374745	Classical Recursion Theory: The Theory of Functions and Sets of Natural Numbers, Vol. 1 (Studies in Logic and the Foundations of Mathematics, Vol. 125)	1	Odifreddi, Piergiorgio				North Holland (1992), Paperback, 660 pages	1992					Classical Recursion Theory: The Theory of Functions and Sets of Natural Numbers, Vol. 1 (Studies in Logic and the Foundations of Mathematics, Vol. 125) by Piergiorgio Odifreddi (1992)	Paperback	660 p.; 8.74 inches	2.34 pounds	8.74 inches	1.1 inches	5.91 inches	8.74 x 5.91 x 1.1 inches	660 							Set Theory	Your library, Mathematics - Set Theory		English	QA9.6	[0444894837]	0444894837, 9780444894830		511	General Principles > Mathematics > Mathematics and Science		1	amazon.com	[2009-09-28]			7197248				
